text,emotion
"the presentation slides finally makes sense, i got this",Confident
"I'm ready to tackle the essay outline head on, no worries.",Confident
cant tell whats going on with this proof at all,Confused
"why does the group project plan even work like that, genuinely curious",Curious
"hmm what if we changed something in object-oriented programming, would that break it?",Curious
"im not even worried about this formula anymore, got it down",Confident
Can someone explain this calculus problem? I have no idea what's going on.,Confused
the group project plan just isn't cooperating no matter what I try before the deadline.,Frustrated
"I'm just going through the motions with the lecture notes, not really engaged.",Bored
i keep drifting off thinking about literally anything else during this loop,Bored
I'm confident I can explain this physics problem set to someone else now.,Confident
"This part of the group project plan used to trip me up, but not anymore.",Confident
"ugh linear algebra again, so boring",Bored
smh this loop is dragging on forever,Bored
"None of this makes sense, especially the presentation slides.",Confused
I don't feel motivated to keep going through the exam material right now.,Bored
"Meh, this chemistry equation again... I've done this a hundred times.",Bored
cant tell whats going on with linear algebra at all,Confused
I don't feel motivated to keep going through machine learning basics right now.,Bored
"This part of the assignment instructions got me thinking, what else is related to it?",Curious
"im mixing up SQL joins with something else i think, so unclear",Confused
"at my limit with the lecture notes, ive tried literally everything",Frustrated
Feels great knowing I can handle the reading assignment on my own now.,Confident
someone explain this formula pls im so confused,Confused
the presentation slides clicked for me and now im flying through it,Confident
"I'm so close to giving up on this formula, it's exhausting.",Frustrated
"This part of object-oriented programming used to trip me up, but not anymore.",Confident
ive redone this loop like 5 times and still broken,Frustrated
I can't bring myself to care about SQL joins today.,Bored
Can someone explain the exam material? I have no idea what's going on.,Confused
now i wanna go down a rabbit hole on data structures,Curious
"huh, i dont get the essay outline at all",Confused
why does this calculus problem feel like a different language,Confused
This part of this chemistry equation just doesn't add up to me.,Confused
"I'm ready to tackle statistics homework head on, no worries.",Confident
"Not gonna lie, this physics problem set is putting me to sleep.",Bored
im actually feeling good about the essay outline for once,Confident
"this is so annoying, photosynthesis keeps breaking on me",Frustrated
Feels great knowing I can handle this API on my own now.,Confident
I keep checking the clock instead of working on my code.,Bored
Now I'm curious how this Python error connects to what we learned before.,Curious
"the assignment instructions finally makes sense, i got this",Confident
"Pretty sure I nailed the presentation slides during lab, feeling good about it.",Confident
"This part of this economics concept got me thinking, what else is related to it?",Curious
"Honestly the research paper thesis feels so repetitive, I keep zoning out.",Bored
My brain just blanks every time I look at this grammar rule.,Confused
I've reread the presentation slides three times and I'm still confused.,Confused
someone explain this lab report pls im so confused,Confused
smh the lecture notes is dragging on forever,Bored
"This part of this lab report used to trip me up, but not anymore.",Confident
is there a cool real world use case for this proof?,Curious
I can't bring myself to care about this Python error today.,Bored
"What happens if we tweak thermodynamics a little, would it change things?",Curious
"solid on thermodynamics now, ready for whatevers next",Confident
"I thought I understood this proof, but now I'm totally stuck.",Confused
"that part about the reading assignment was surprisingly interesting, more please",Curious
cant tell whats going on with the assignment instructions at all,Confused
I'm not sure what the question is even asking about the exam material.,Confused
"huh, i dont get this Python error at all",Confused
took a while but i totally get the research paper thesis now,Confident
"meh another algorithms and complexity, we already know this stuff",Bored
"this got me thinking about thermodynamics, wanna know more",Curious
This error in statistics homework is driving me crazy.,Frustrated
this proof just isn't cooperating no matter what I try right now.,Frustrated
"this got me thinking about the coding assignment, wanna know more",Curious
"solid on the presentation slides now, ready for whatevers next",Confident
wait so how is the reading assignment related to the other stuff we learned,Curious
"what would happen if we pushed this proof further, curious to see",Curious
the reading assignment clicked for me and now im flying through it,Confident
I wonder how data structures would apply outside of class.,Curious
"brain totally blanking on this formula, whats going on",Confused
Everything about this grammar rule feels flat and uninteresting right now.,Bored
"why does this proof even work like that, genuinely curious",Curious
this SQL joins lecture is a snoozefest,Bored
"ugh recursion again, so boring",Bored
i keep drifting off thinking about literally anything else during photosynthesis,Bored
took a while but i totally get the exam material now,Confident
"im mixing up linear algebra with something else i think, so unclear",Confused
"What happens if we tweak the assignment instructions a little, would it change things?",Curious
I've reread the biology diagram three times and I'm still confused.,Confused
I keep hitting the same wall with the reading assignment and I'm over it.,Frustrated
skimming through the research paper thesis bc its so uninteresting,Bored
"ooh wait thats interesting, how does this economics concept actually work under the hood?",Curious
someone explain the research paper thesis pls im so confused,Confused
"why does statistics homework even work like that, genuinely curious",Curious
"that part about machine learning basics was surprisingly interesting, more please",Curious
"Nothing I try fixes the group project plan, I'm getting really frustrated.",Frustrated
wait what?? binary search makes zero sense to me,Confused
i keep drifting off thinking about literally anything else during this French verb tense,Bored
keep hitting the same error with algorithms and complexity ugh,Frustrated
"im so lost with the group project plan rn, nothing is clicking",Confused
"that part about this economics concept was surprisingly interesting, more please",Curious
"this doesnt add up, this API seems contradictory",Confused
wait what?? the essay outline makes zero sense to me,Confused
not even a little interested in the coding assignment tbh,Bored
"This is dragging on forever, the essay outline just isn't interesting to me.",Bored
"This made me wonder about the history reading, can you explain more?",Curious
idk what im even looking at with the biology diagram,Confused
"Honestly the group project plan feels so repetitive, I keep zoning out.",Bored
now i wanna go down a rabbit hole on this lab report,Curious
"kinda curious now, is there more to thermodynamics than what we covered?",Curious
I keep hitting the same wall with this economics concept and I'm over it.,Frustrated
"no more stress over data structures, i know what im doing",Confident
i keep drifting off thinking about literally anything else during the assignment instructions,Bored
"I actually understand photosynthesis now, this makes sense.",Confident
im actually feeling good about the reading assignment for once,Confident
"no more stress over this API, i know what im doing",Confident
"the presentation slides feels like it's going nowhere, I've lost interest.",Bored
"meh another the lecture notes, we already know this stuff",Bored
"why does this grammar rule even work like that, genuinely curious",Curious
"im losing my mind over statistics homework, nothing helps",Frustrated
I don't feel motivated to keep going through the research paper thesis right now.,Bored
"I actually understand the biology diagram now, this makes sense.",Confident
pretty sure i can handle thermodynamics no problem now,Confident
"why is this economics concept so dry, i can barely stay awake",Bored
"im so lost with linear algebra rn, nothing is clicking",Confused
Now I'm curious how this API connects to what we learned before.,Curious
Now I'm curious how the research paper thesis connects to what we learned before.,Curious
I walked through object-oriented programming step by step and it clicked.,Confident
not even a little interested in statistics homework tbh,Bored
now i wanna go down a rabbit hole on linear algebra,Curious
I redo SQL joins again and again and it still doesn't work.,Frustrated
"why does this economics concept even work like that, genuinely curious",Curious
"why is the reading assignment so dry, i can barely stay awake",Bored
"Meh, the assignment instructions again... I've done this a hundred times.",Bored
"Wait, I'm lost — how does this economics concept even work?",Confused
"I'm intrigued by this calculus problem, is there a real-world example?",Curious
"im so lost with this lab report rn, nothing is clicking",Confused
I keep hitting the same wall with data structures and I'm over it.,Frustrated
"I thought I understood this grammar rule, but now I'm totally stuck.",Confused
Why does the reading assignment keep going wrong every single time?,Frustrated
"Not gonna lie, the essay outline is putting me to sleep again.",Bored
"Nothing I try fixes algorithms and complexity, I'm getting really frustrated.",Frustrated
"meh another the biology diagram, we already know this stuff",Bored
i keep drifting off thinking about literally anything else during this proof,Bored
I redo this grammar rule again and again and it still doesn't work.,Frustrated
This error in algorithms and complexity is driving me crazy.,Frustrated
"This is dragging on forever, this loop just isn't interesting to me.",Bored
"so done with the biology diagram, nothing is working no matter what",Frustrated
This error in object-oriented programming is driving me crazy.,Frustrated
keep hitting the same error with this French verb tense ugh,Frustrated
"Something about this economics concept sparked my interest, tell me more.",Curious
"kinda curious now, is there more to this physics problem set than what we covered?",Curious
"kinda curious now, is there more to this API than what we covered?",Curious
took a while but i totally get this loop now,Confident
"this doesnt add up, binary search seems contradictory",Confused
I walked through the group project plan step by step and it clicked.,Confident
"cant focus on recursion at all rn, so dull",Bored
"This is so annoying, this economics concept keeps breaking no matter what I do.",Frustrated
"I'd love to explore the essay outline further, it's more fascinating than I expected.",Curious
I've tried everything and statistics homework still isn't working for the group project.,Frustrated
This error in data structures is driving me crazy.,Frustrated
yawn... this physics problem set is not holding my attention today,Bored
this lab report clicked for me and now im flying through it,Confident
Feels great knowing I can handle this Python error on my own now.,Confident
"I'm intrigued by this economics concept, is there a real-world example?",Curious
This error in this French verb tense is driving me crazy.,Frustrated
"solid on the lecture notes now, ready for whatevers next",Confident
"Not gonna lie, this proof is putting me to sleep during lab.",Bored
"yesss got this chemistry equation working, feeling good",Confident
I keep wanting to ask more questions about my code.,Curious
"ugh why wont the exam material just work, ive tried everything",Frustrated
I wonder how this Python error would apply outside of class.,Curious
i keep drifting off thinking about literally anything else during this API,Bored
omg i think i finally figured out recursion!!,Confident
"why is this lab report so dry, i can barely stay awake",Bored
Can someone explain recursion? I have no idea what's going on.,Confused
"ugh why wont the reading assignment just work, ive tried everything",Frustrated
"I'm just going through the motions with this proof, not really engaged.",Bored
"why wont algorithms and complexity just work already, im so over it",Frustrated
not even a little interested in machine learning basics tbh,Bored
"Honestly binary search feels so repetitive, I keep zoning out.",Bored
cant tell whats going on with this calculus problem at all,Confused
"so frustrated rn, this loop just wont cooperate",Frustrated
"this got me thinking about this formula, wanna know more",Curious
"at my limit with machine learning basics, ive tried literally everything",Frustrated
"ugh photosynthesis again, so boring",Bored
"binary search is just... nothing new, kinda bored",Bored
i keep drifting off thinking about literally anything else during this lab report,Bored
"Something about this French verb tense sparked my interest, tell me more.",Curious
"ooh wait thats interesting, how does this lab report actually work under the hood?",Curious
"Finally cracked this lab report, I know exactly what I'm doing.",Confident
I keep wanting to ask more questions about the presentation slides.,Curious
This part of this economics concept just doesn't add up to me.,Confused
"What happens if we tweak this French verb tense a little, would it change things?",Curious
"None of this makes sense, especially my code.",Confused
"I'm just going through the motions with statistics homework, not really engaged.",Bored
I've tried everything and this formula still isn't working.,Frustrated
I've reread SQL joins three times and I'm still confused.,Confused
"Finally cracked linear algebra, I know exactly what I'm doing.",Confident
"I'm ready to tackle the reading assignment head on, no worries.",Confident
"ugh why wont the group project plan just work, ive tried everything",Frustrated
"im not even worried about the presentation slides anymore, got it down",Confident
"so frustrated rn, the group project plan just wont cooperate",Frustrated
I've tried everything and data structures still isn't working during lab.,Frustrated
this SQL joins lecture is a snoozefest,Bored
"never thought about the biology diagram like that, want to learn more",Curious
im actually feeling good about this lab report for once,Confident
I think I've finally got the hang of algorithms and complexity!,Confident
took a while but i totally get SQL joins now,Confident
I've reread data structures three times and I'm still confused.,Confused
I keep wanting to ask more questions about the group project plan.,Curious
"Meh, the group project plan again... I've done this a hundred times.",Bored
I'm out of patience with the assignment instructions at this point.,Frustrated
"solid on this proof now, ready for whatevers next",Confident
"This made me wonder about this Python error, can you explain more?",Curious
now i wanna go down a rabbit hole on this loop,Curious
someone explain this calculus problem pls im so confused,Confused
This part of thermodynamics just doesn't add up to me.,Confused
I wonder how my code would apply outside of class.,Curious
I've spent hours on the reading assignment and I'm no closer to solving it.,Frustrated
"hmm what if we changed something in this lab report, would that break it?",Curious
"hmm what if we changed something in this formula, would that break it?",Curious
is there a cool real world use case for the exam material?,Curious
"ugh why wont the assignment instructions just work, ive tried everything",Frustrated
"Meh, the history reading again... I've done this a hundred times.",Bored
this formula is a total blur to me right now,Confused
"Pretty sure I nailed this loop , feeling good about it.",Confident
"im so lost with linear algebra rn, nothing is clicking",Confused
"brain totally blanking on statistics homework, whats going on",Confused
pretty sure i can handle this French verb tense no problem now,Confident
ive redone the exam material like 5 times and still broken,Frustrated
"this got me thinking about this calculus problem, wanna know more",Curious
took a while but i totally get this economics concept now,Confident
"ooh wait thats interesting, how does photosynthesis actually work under the hood?",Curious
cant tell whats going on with this loop at all,Confused
pretty sure i can handle algorithms and complexity no problem now,Confident
"Not gonna lie, the assignment instructions is putting me to sleep right now.",Bored
wait so how is machine learning basics related to the other stuff we learned,Curious
"I'm so close to giving up on this lab report, it's exhausting.",Frustrated
Now I'm curious how the presentation slides connects to what we learned before.,Curious
Something about this Python error isn't making sense and I can't pinpoint why.,Confused
"Meh, recursion again... I've done this a hundred times.",Bored
"this calculus problem isn't clicking for me, what am I missing?",Confused
"Pretty sure I nailed the history reading before the deadline, feeling good about it.",Confident
"im not even worried about the history reading anymore, got it down",Confident
"brain totally blanking on this calculus problem, whats going on",Confused
"no more stress over this proof, i know what im doing",Confident
cant tell whats going on with the group project plan at all,Confused
"so done with the lecture notes, nothing is working no matter what",Frustrated
not even a little interested in SQL joins tbh,Bored
Can someone explain photosynthesis? I have no idea what's going on.,Confused
I've got a good grip on this loop in today's lecture.,Confident
I wonder how the assignment instructions would apply outside of class.,Curious
"hmm what if we changed something in this economics concept, would that break it?",Curious
Now I'm curious how my code connects to what we learned before.,Curious
"solid on the coding assignment now, ready for whatevers next",Confident
"This made me wonder about data structures, can you explain more?",Curious
I walked through machine learning basics step by step and it clicked.,Confident
"that part about machine learning basics was surprisingly interesting, more please",Curious
I don't feel motivated to keep going through algorithms and complexity right now.,Bored
"solid on machine learning basics now, ready for whatevers next",Confident
yawn... object-oriented programming is not holding my attention today,Bored
"This is so annoying, the presentation slides keeps breaking no matter what I do.",Frustrated
I'm stuck on the research paper thesis and it's making me want to give up.,Frustrated
skimming through machine learning basics bc its so uninteresting,Bored
"ooh wait thats interesting, how does the assignment instructions actually work under the hood?",Curious
Why does the history reading keep going wrong every single time?,Frustrated
"This part of machine learning basics used to trip me up, but not anymore.",Confident
I keep hitting the same wall with linear algebra and I'm over it.,Frustrated
"literally about to give up on the research paper thesis, im exhausted",Frustrated
"im not even worried about the lecture notes anymore, got it down",Confident
I wonder how object-oriented programming would apply outside of class.,Curious
"why does the coding assignment even work like that, genuinely curious",Curious
ive redone this API like 5 times and still broken,Frustrated
I've been staring at the biology diagram right now and I just can't focus anymore.,Bored
"why is the reading assignment so dry, i can barely stay awake",Bored
"never thought about the presentation slides like that, want to learn more",Curious
"that part about this proof was surprisingly interesting, more please",Curious
why does this chemistry equation keep failing every single time i try,Frustrated
"None of this makes sense, especially this proof.",Confused
is there a cool real world use case for this physics problem set?,Curious
Why does linear algebra keep going wrong every single time?,Frustrated
I'm confident I can explain algorithms and complexity to someone else now.,Confident
"im mixing up the biology diagram with something else i think, so unclear",Confused
I've got a good grip on thermodynamics while revising my draft.,Confident
im actually feeling good about the presentation slides for once,Confident
Now I'm curious how thermodynamics connects to what we learned before.,Curious
I'm out of patience with linear algebra at this point.,Frustrated
"I'm ready to tackle binary search head on, no worries.",Confident
smh the reading assignment is dragging on forever,Bored
"im so lost with linear algebra rn, nothing is clicking",Confused
why does the assignment instructions feel like a different language,Confused
I'm stuck on machine learning basics and it's making me want to give up.,Frustrated
My brain just blanks every time I look at this loop.,Confused
pretty sure i can handle the lecture notes no problem now,Confident
"I thought I understood this economics concept, but now I'm totally stuck.",Confused
smh recursion is dragging on forever,Bored
so is the history reading used in real projects or just theory,Curious
"Meh, this proof again... I've done this a hundred times.",Bored
"ooh wait thats interesting, how does the lecture notes actually work under the hood?",Curious
I'm confident I can explain object-oriented programming to someone else now.,Confident
im actually feeling good about this formula for once,Confident
this proof clicked for me and now im flying through it,Confident
is there a cool real world use case for the assignment instructions?,Curious
"Something about this Python error sparked my interest, tell me more.",Curious
"yesss got thermodynamics working, feeling good",Confident
Can someone explain this Python error? I have no idea what's going on.,Confused
"im not even worried about the reading assignment anymore, got it down",Confident
This error in the research paper thesis is driving me crazy.,Frustrated
"ugh the presentation slides again, so boring",Bored
"why does the history reading even work like that, genuinely curious",Curious
My brain just blanks every time I look at this lab report.,Confused
"so done with this physics problem set, nothing is working no matter what",Frustrated
"so done with the exam material, nothing is working no matter what",Frustrated
Something about the research paper thesis isn't making sense and I can't pinpoint why.,Confused
"this doesnt add up, machine learning basics seems contradictory",Confused
"why is this proof so dry, i can barely stay awake",Bored
"why does my code even work like that, genuinely curious",Curious
"Wait, I'm lost — how does the essay outline even work?",Confused
I've tried everything and the research paper thesis still isn't working for the group project.,Frustrated
I don't feel motivated to keep going through linear algebra right now.,Bored
"hmm what if we changed something in the research paper thesis, would that break it?",Curious
My brain just blanks every time I look at this grammar rule.,Confused
"just aced a practice question on this loop, feeling great",Confident
"no more stress over the reading assignment, i know what im doing",Confident
"Nothing I try fixes the reading assignment, I'm getting really frustrated.",Frustrated
I keep hitting the same wall with SQL joins and I'm over it.,Frustrated
"so frustrated rn, statistics homework just wont cooperate",Frustrated
I've got a good grip on this physics problem set during lab.,Confident
this lab report is being so difficult for no reason,Frustrated
This part of the coding assignment just doesn't add up to me.,Confused
"im mixing up the lecture notes with something else i think, so unclear",Confused
"Not gonna lie, the reading assignment is putting me to sleep right now.",Bored
I'm not sure what the question is even asking about thermodynamics.,Confused
cant tell whats going on with the reading assignment at all,Confused
Everything about the research paper thesis feels flat and uninteresting right now.,Bored
"my code is just... nothing new, kinda bored",Bored
I walked through this loop step by step and it clicked.,Confident
ive redone the biology diagram like 5 times and still broken,Frustrated
"I'm so close to giving up on photosynthesis, it's exhausting.",Frustrated
"Wait, that's actually interesting — how does object-oriented programming really work?",Curious
I'm out of patience with this calculus problem at this point.,Frustrated
I keep wanting to ask more questions about binary search.,Curious
This error in this Python error is driving me crazy.,Frustrated
This error in the lecture notes is driving me crazy.,Frustrated
so is this lab report used in real projects or just theory,Curious
I walked through machine learning basics step by step and it clicked.,Confident
"This part of this API used to trip me up, but not anymore.",Confident
"This is so annoying, this Python error keeps breaking no matter what I do.",Frustrated
"why is this economics concept so dry, i can barely stay awake",Bored
"that part about object-oriented programming was surprisingly interesting, more please",Curious
smh this grammar rule is dragging on forever,Bored
ive redone this API like 5 times and still broken,Frustrated
Can someone explain the presentation slides? I have no idea what's going on.,Confused
"just aced a practice question on SQL joins, feeling great",Confident
"solid on binary search now, ready for whatevers next",Confident
I'm not sure what the question is even asking about data structures.,Confused
the group project plan is being so difficult for no reason,Frustrated
"nailed it, the assignment instructions works exactly how it should now",Confident
"yesss got photosynthesis working, feeling good",Confident
"so frustrated rn, SQL joins just wont cooperate",Frustrated
"yesss got the essay outline working, feeling good",Confident
Is there a reason the group project plan works this way? I want to understand the why.,Curious
"Wait, that's actually interesting — how does this economics concept really work?",Curious
"This part of data structures used to trip me up, but not anymore.",Confident
Is there a reason photosynthesis works this way? I want to understand the why.,Curious
"Wait, that's actually interesting — how does the assignment instructions really work?",Curious
This error in this French verb tense is driving me crazy.,Frustrated
"I'm ready to tackle the coding assignment head on, no worries.",Confident
"I'm intrigued by this loop, is there a real-world example?",Curious
Feels great knowing I can handle the assignment instructions on my own now.,Confident
"I actually understand this API now, this makes sense.",Confident
"huh, i dont get algorithms and complexity at all",Confused
"huh, i dont get my code at all",Confused
I've got a good grip on this chemistry equation.,Confident
I've reread the lecture notes three times and I'm still confused.,Confused
I double-checked my work on the biology diagram and it all adds up.,Confident
